SOMAscan ID,UniProt ID,Gene,Protein,#SNP,Internal_R2,Internal_Rho,FENLAND_R2,FENLAND_Rho,FENLAND_MissingRate,MEC_CN_R2,MEC_CN_Rho,MEC_CN_MissingRate,MEC_IN_R2,MEC_IN_Rho,MEC_IN_MissingRate,MEC_MA_R2,MEC_MA_Rho,MEC_MA_MissingRate,JHS_R2,JHS_Rho,JHS_MissingRate
ZAP70.4476.22.2,P43403,ZAP70,Tyrosine-protein kinase ZAP-70,2,0.035,0.141,0.0,0.002,0.0,0.001,0.028,0.0,0.001,0.017,0.0,0.001,0.026,0.0,0.001,0.018,0.0
SERPING1.4479.14.2,P05155,SERPING1,Plasma protease C1 inhibitor,59,0.144,0.363,0.331,0.55,0.0,0.129,0.319,0.051,0.062,0.225,0.051,0.093,0.298,0.051,0.066,0.25,0.034
C3.4480.59.2,P01024,C3,Complement C3b,2,0.021,0.108,0.004,0.089,0.0,0.001,-0.036,0.0,0.0,0.017,0.0,0.001,-0.015,0.0,0.0,-0.008,0.0
C4A.C4B.4481.34.2,P0C0L4|P0C0L5,C4A|C4B,Complement C4,813,0.171,0.402,0.233,0.469,0.303,0.002,0.064,0.231,0.088,0.327,0.231,0.035,0.149,0.231,,,
C5.C6.4482.66.2,P01031|P13671,C5|C6,Complement C5b-C6 complex,4,0.039,0.129,0.0,0.007,0.0,0.0,0.012,0.25,0.004,0.008,0.25,0.001,-0.019,0.25,,,
IL5RA.4491.4.2,Q01344,IL5RA,Interleukin-5 receptor subunit alpha,29,0.151,0.389,,,,,,,,,,,,,0.07,0.296,0.0
KNG1.4495.33.2,P01042,KNG1,Kininogen-1,76,0.362,0.495,,,,,,,,,,,,,0.106,0.227,0.066
MMP12.4496.60.2,P39900,MMP12,Macrophage metalloelastase,60,0.129,0.3,0.102,0.275,0.05,0.01,0.07,0.167,0.016,0.113,0.167,0.008,0.052,0.167,0.014,0.08,0.133
NCAM1.4498.62.2,P13591,NCAM1,Neural cell adhesion molecule 1_ 120 kDa isoform,10,0.052,0.222,0.086,0.286,0.0,0.054,0.21,0.0,0.054,0.237,0.0,0.027,0.145,0.0,0.006,0.06,0.0
PDGFA.4499.21.1,P04085,PDGFA,Platelet-derived growth factor subunit A,5,0.017,0.125,0.002,0.048,0.0,0.007,0.079,0.0,0.002,0.036,0.0,0.004,0.068,0.0,0.0,0.007,0.0
CLEC11A.4500.50.2,Q9Y240,CLEC11A,Stem cell growth factor-alpha,13,0.086,0.138,0.091,0.145,0.0,0.014,0.122,0.077,0.011,0.036,0.077,0.002,0.063,0.077,0.045,0.067,0.077
PRSS22.4534.10.2,Q9GZN4,PRSS22,Brain-specific serine protease 4,18,0.052,0.223,0.036,0.192,0.0,0.019,0.139,0.056,0.037,0.192,0.056,0.015,0.114,0.056,0.003,0.049,0.167
BST1.4535.50.2,Q10588,BST1,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,161,0.572,0.708,0.535,0.677,0.012,0.597,0.767,0.168,0.444,0.619,0.168,0.557,0.743,0.168,0.385,0.57,0.062
CBX5.4540.11.2,P45973,CBX5,Chromobox protein homolog 5,1,0.019,0.101,0.0,0.006,0.0,0.001,-0.044,0.0,0.002,0.045,0.0,0.0,-0.009,0.0,0.004,0.107,0.0
CDON.4541.49.2,Q4KMG0,CDON,Cell adhesion molecule-related/down-regulated by oncogenes,18,0.098,0.216,0.148,0.293,0.0,0.155,0.328,0.167,0.131,0.304,0.167,0.231,0.438,0.167,0.033,0.16,0.111
PPBP.4544.4.3,P02775,PPBP,Connective tissue-activating peptide III,3,0.014,0.118,0.0,0.02,0.0,0.001,0.036,0.0,0.005,0.063,0.0,0.0,0.019,0.0,0.0,0.012,0.0
DNAJC19.4545.53.3,Q96DA6,DNAJC19,Mitochondrial import inner membrane translocase subunit TIM14,5,0.023,0.148,0.0,-0.002,0.0,0.0,-0.045,0.2,0.0,-0.009,0.2,0.007,-0.064,0.2,0.0,0.001,0.6
ADGRE2.4546.27.3,Q9UHX3,ADGRE2,Adhesion G protein-coupled receptor E2,15,0.089,0.292,0.081,0.274,0.0,0.013,0.111,0.067,0.004,0.02,0.067,0.013,0.114,0.067,0.042,0.199,0.133
FUT3.4548.4.2,P21217,FUT3,Galactoside 3(4)-L-fucosyltransferase,75,0.345,0.587,0.303,0.547,0.013,0.183,0.423,0.067,0.267,0.526,0.067,0.314,0.551,0.067,0.15,0.48,0.093
FUT5.4549.78.2,Q11128,FUT5,Alpha-(1_3)-fucosyltransferase 5,90,0.253,0.481,0.193,0.433,0.022,0.185,0.433,0.078,0.206,0.454,0.078,0.177,0.426,0.078,0.168,0.408,0.111
FYN.4550.3.2,P06241,FYN,Tyrosine-protein kinase Fyn,51,0.073,0.27,,,,,,,,,,,,,,,
IL34.4556.10.2,Q6ZMJ4,IL34,Interleukin-34,1,0.021,0.109,0.0,-0.002,0.0,0.001,-0.045,0.0,0.002,0.04,0.0,0.0,0.001,0.0,0.004,0.074,0.0
KIRREL3.4557.61.2,Q8IZU9,KIRREL3,Kin of IRRE-like protein 3,1,0.011,0.097,0.0,-0.004,0.0,0.0,-0.031,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.005,0.0
KYNU.4559.64.2,Q16719,KYNU,Kynureninase,19,0.072,0.212,0.155,0.331,0.0,0.187,0.407,0.105,0.129,0.309,0.105,0.202,0.405,0.105,0.186,0.35,0.053
LCK.4560.34.2,P06239,LCK,Tyrosine-protein kinase Lck,71,0.119,0.333,0.0,-0.008,0.028,0.001,0.026,0.113,0.002,0.05,0.113,0.006,0.063,0.113,,,
NXPH1.4562.1.2,P58417,NXPH1,Neurexophilin-1,35,0.142,0.361,0.007,0.086,0.029,0.012,0.09,0.029,0.032,0.176,0.029,0.022,0.153,0.029,0.007,0.067,0.029
PLCG1.4563.61.2,P19174,PLCG1,1-phosphatidylinositol 4_5-bisphosphate phosphodiesterase gamma-1,26,0.044,0.211,0.002,0.047,0.0,0.001,0.04,0.077,0.0,0.017,0.077,0.003,0.019,0.077,0.0,0.006,0.423
PLXNC1.4564.2.2,O60486,PLXNC1,Plexin-C1,63,0.266,0.444,0.174,0.346,0.016,0.116,0.326,0.079,0.136,0.348,0.079,0.079,0.286,0.079,0.263,0.513,0.032
RSPO2.4566.24.3,Q6UXX9,RSPO2,R-spondin-2,1,0.01,0.08,0.0,0.007,0.0,0.0,,0.0,0.0,-0.001,0.0,0.0,,0.0,0.0,-0.009,0.0
SH2D1A.4567.82.2,O60880,SH2D1A,SH2 domain-containing protein 1A,25,0.057,0.245,0.002,0.045,0.04,0.004,0.08,0.0,0.005,0.075,0.0,0.011,0.106,0.0,0.001,0.029,0.16
SLITRK5.4568.17.2,O94991,SLITRK5,SLIT and NTRK-like protein 5,1,0.011,0.075,0.0,0.003,0.0,0.0,0.01,0.0,0.001,0.043,0.0,0.002,0.019,0.0,0.0,-0.016,0.0
PPY.4588.1.2,P01298,PPY,Pancreatic hormone,12,0.028,0.15,0.013,0.113,0.167,0.013,0.113,0.333,0.022,0.169,0.333,0.027,0.15,0.333,0.001,0.045,0.833
IL6.4673.13.2,P05231,IL6,Interleukin-6,2,0.01,0.061,0.0,0.007,0.0,0.0,,0.0,0.0,0.001,0.0,0.0,,0.0,0.0,-0.015,0.5
HIBADH.4693.72.2,P31937,HIBADH,3-hydroxyisobutyrate dehydrogenase_ mitochondrial,2,0.019,0.124,0.0,-0.015,0.5,0.0,0.033,0.5,0.001,-0.055,0.5,0.002,-0.047,0.5,0.002,-0.061,0.5
CSF2.4697.59.2,P04141,CSF2,Granulocyte-macrophage colony-stimulating factor,1,0.011,0.082,0.0,0.008,0.0,0.0,,0.0,0.003,0.063,0.0,0.0,,0.0,0.0,0.005,0.0
YWHAB.YWHAE.YWHAG.YWHAH.YWHAQ.YWHAZ.SFN.4707.50.2,Q04917,YWHAB|YWHAE|YWHAG|YWHAH|YWHAQ|YWHAZ|SFN,14-3-3 protein family,43,0.077,0.268,0.0,0.0,0.0,,,,,,,,,,,,
APOD.4712.28.2,P05090,APOD,Apolipoprotein D,11,0.029,0.167,0.01,0.108,0.091,0.0,0.01,0.454,0.005,0.067,0.454,0.002,0.044,0.454,0.007,0.007,0.727
IL3.4717.55.2,P08700,IL3,Interleukin-3,1,0.01,0.064,0.0,0.012,0.0,0.0,,0.0,0.002,0.055,0.0,0.0,0.02,0.0,0.0,0.007,0.0
TFF3.4721.54.2,Q07654,TFF3,Trefoil factor 3,30,0.024,0.131,0.06,0.194,0.3,0.009,0.092,0.3,0.054,0.158,0.3,0.065,0.203,0.3,0.004,0.088,0.267
AFM.4763.31.3,P43652,AFM,Afamin,7,0.025,0.042,0.049,0.105,0.0,0.008,-0.035,0.143,0.127,0.231,0.143,0.012,0.049,0.143,0.045,0.214,0.0
OLFM4.4769.10.3,Q6UX06,OLFM4,Olfactomedin-4,1,0.013,0.095,0.0,0.003,0.0,0.001,0.055,0.0,0.001,-0.033,0.0,0.001,-0.023,0.0,0.0,-0.009,0.0
LPO.4801.13.3,P22079,LPO,Lactoperoxidase,11,0.04,0.174,0.053,0.208,0.0,0.089,0.258,0.0,0.156,0.36,0.0,0.274,0.461,0.0,0.135,0.37,0.091
ITIH4.4811.33.3,Q14624,ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,12,0.049,0.202,0.0,0.006,0.0,0.001,-0.041,0.083,0.055,0.217,0.083,0.028,0.163,0.083,0.032,0.122,0.333
TXNDC12.4815.25.3,O95881,TXNDC12,Thioredoxin domain-containing protein 12,463,0.585,0.73,,,,,,,,,,,,,0.215,0.507,0.179
SFN.4829.43.6,P31947,SFN,14-3-3 protein sigma,2,0.018,0.124,0.0,0.01,0.0,0.0,-0.008,0.0,0.019,0.115,0.0,0.003,0.042,0.0,0.0,0.012,0.5
SELL.4831.4.2,P14151,SELL,L-Selectin,62,0.155,0.395,0.192,0.431,0.0,0.036,0.168,0.065,0.111,0.351,0.065,0.047,0.175,0.065,0.086,0.31,0.081
CSF3.4840.73.1,P09919,CSF3,Granulocyte colony-stimulating factor,39,0.267,0.516,0.138,0.372,0.0,0.266,0.523,0.0,0.184,0.447,0.0,0.211,0.452,0.0,0.02,0.225,0.103
GPC3.4842.62.2,P51654,GPC3,Glypican-3,4,0.034,0.144,0.019,0.097,0.0,0.002,-0.045,0.25,0.0,-0.008,0.25,0.0,0.025,0.25,0.0,-0.004,0.0
NTRK2.4866.59.2,Q16620,NTRK2,BDNF/NT-3 growth factors receptor,2,0.012,0.094,0.0,0.011,0.5,0.002,0.031,0.5,0.001,-0.018,0.5,0.002,0.055,0.5,0.003,0.053,0.5
VEGFA.4867.15.2,P15692,VEGFA,Vascular endothelial growth factor A_ isoform 121,44,0.235,0.494,0.282,0.544,0.0,0.199,0.438,0.0,0.18,0.442,0.0,0.188,0.437,0.0,0.007,0.117,0.045
ANG.4874.3.1,P03950,ANG,Angiogenin,43,0.285,0.535,0.356,0.592,0.0,0.252,0.484,0.0,0.338,0.575,0.0,0.274,0.482,0.0,0.147,0.401,0.047
F10.4878.3.1,P00742,F10,Coagulation Factor X,28,0.098,0.293,0.08,0.27,0.0,0.065,0.227,0.036,0.069,0.278,0.036,0.084,0.306,0.036,0.019,0.12,0.107
GDF2.4880.21.1,Q9UK05,GDF2,Growth/differentiation factor 2,23,0.068,0.248,0.001,0.042,0.043,0.001,0.019,0.043,0.051,0.215,0.043,0.03,0.165,0.043,0.015,0.104,0.217
CCL7.4886.3.1,P80098,CCL7,C-C motif chemokine 7,40,0.136,0.322,0.271,0.477,0.0,0.43,0.62,0.1,0.308,0.538,0.1,0.294,0.474,0.1,0.052,0.222,0.225
WNT7A.4889.82.1,O00755,WNT7A,Protein Wnt-7a,1,0.008,0.074,0.0,-0.006,0.0,0.0,0.011,0.0,0.0,-0.009,0.0,0.0,-0.014,0.0,0.0,-0.027,0.0
GCG.4891.50.1,P01275,GCG,Glucagon,7,0.036,0.179,0.0,-0.019,0.0,0.002,0.057,0.0,0.035,0.159,0.0,0.005,0.055,0.0,0.006,0.087,0.429
PPP3CA.PPP3R1.4903.72.1,P63098|Q08209,PPP3CA|PPP3R1,Calcineurin,26,0.046,0.207,0.0,0.001,0.0,0.0,0.005,0.115,0.0,0.01,0.115,0.005,0.06,0.115,,,
F5.4906.35.1,P12259,F5,Coagulation Factor V,12,0.087,0.229,0.073,0.249,0.0,0.027,0.113,0.333,0.119,0.283,0.333,0.009,0.024,0.333,0.022,0.024,0.083
ENG.4908.6.1,P17813,ENG,Endoglin,3,0.02,0.116,0.041,0.219,0.0,0.0,,0.667,0.0,-0.009,0.667,0.001,0.037,0.667,0.032,0.197,0.333
PLA2G1B.4910.21.1,P04054,PLA2G1B,Phospholipase A2,2,0.011,0.085,0.0,-0.001,0.0,0.0,-0.002,0.0,0.0,0.016,0.0,0.0,-0.019,0.0,0.0,-0.045,0.0
GSTP1.4911.49.2,P09211,GSTP1,Glutathione S-transferase P,60,0.105,0.312,0.001,-0.03,0.033,0.0,0.003,0.133,0.005,-0.069,0.133,0.0,0.012,0.133,0.0,0.004,0.417
GOT1.4912.17.1,P17174,GOT1,Aspartate aminotransferase_ cytoplasmic,13,0.049,0.193,0.01,0.084,0.0,0.006,0.078,0.154,0.043,0.217,0.154,0.011,0.097,0.154,0.007,0.099,0.231
CCL16.4913.78.1,O15467,CCL16,C-C motif chemokine 16,48,0.393,0.461,0.413,0.457,0.0,0.356,0.448,0.312,0.54,0.669,0.312,0.491,0.568,0.312,0.001,-0.025,0.062
CGA.CGB.4914.10.1,P01215|P0DN86|P0DN87,CGA|CGB3|CGB5|CGB7|CGB8,Human Chorionic Gonadotropin,29,0.174,0.323,0.181,0.327,0.034,0.058,0.198,0.172,0.076,0.221,0.172,0.043,0.175,0.172,,,
HBA1.HBB.4915.64.2,P68871|P69905,HBA1|HBB,Hemoglobin,7,0.025,0.14,0.03,0.165,0.0,0.062,0.241,0.0,0.054,0.211,0.0,0.049,0.215,0.0,,,
IGHD.IGK.IGL.4916.2.1,P01880,IGHD|IGK|IGL,Immunoglobulin D,78,0.033,0.168,0.026,0.148,0.256,0.007,0.083,0.18,0.004,0.042,0.18,0.0,-0.012,0.18,,,
KNG1.4918.21.1,P01042,KNG1,Kininogen-1,14,0.049,0.189,,,,,,,,,,,,,,,
LYZ.4920.10.1,P61626,LYZ,Lysozyme C,29,0.134,0.345,0.185,0.442,0.0,0.153,0.372,0.172,0.151,0.381,0.172,0.124,0.348,0.172,0.043,0.16,0.276
CCL19.4922.13.1,Q99731,CCL19,C-C motif chemokine 19,40,0.049,0.198,0.008,0.077,0.425,0.004,0.064,0.3,0.009,0.088,0.3,0.003,0.066,0.3,0.003,0.052,0.5
AMH.4923.79.1,P03971,AMH,Muellerian-inhibiting factor,5,0.019,0.125,0.021,0.146,0.0,0.001,0.093,0.0,0.015,0.111,0.0,0.007,0.112,0.0,0.002,-0.112,0.0
MMP1.4924.32.1,P03956,MMP1,Interstitial collagenase,61,0.16,0.39,0.205,0.455,0.049,0.158,0.423,0.033,0.137,0.372,0.033,0.105,0.33,0.033,0.026,0.169,0.082
MMP13.4925.54.2,P45452,MMP13,Collagenase 3,1,0.01,0.044,,,,,,,,,,,,,,,
SHBG.4929.55.1,P04278,SHBG,Sex hormone-binding globulin,28,0.047,0.208,0.035,0.182,0.0,0.007,0.078,0.107,0.037,0.168,0.107,0.004,0.056,0.107,0.004,0.067,0.107
STC1.4930.21.1,P52823,STC1,Stanniocalcin-1,1,0.008,0.098,0.005,0.072,0.0,0.001,0.026,0.0,0.02,0.147,0.0,0.004,0.056,0.0,0.004,0.054,0.0
F3.4931.59.1,P13726,F3,Tissue Factor,3,0.015,0.113,0.012,0.117,0.333,0.005,0.081,0.667,0.009,0.104,0.667,0.009,0.105,0.667,0.005,0.077,0.667
EREG.4956.2.1,O14944,EREG,Epiregulin,6,0.033,0.168,0.011,0.125,0.0,0.005,0.086,0.0,0.002,0.064,0.0,0.0,-0.001,0.0,0.0,0.017,0.167
RPSA.4957.1.2,P08865,RPSA,40S ribosomal protein SA,41,0.078,0.292,,,,,,,,,,,,,0.0,0.012,0.439
ANXA1.4960.72.1,P04083,ANXA1,Annexin A1,74,0.131,0.346,0.0,-0.005,0.027,0.001,-0.003,0.122,0.0,0.009,0.122,0.008,0.061,0.122,0.0,0.025,0.405
ANXA2.4961.17.1,P07355,ANXA2,Annexin A2,93,0.251,0.477,0.0,0.0,0.032,0.003,0.067,0.108,0.0,-0.019,0.108,0.004,0.051,0.108,0.001,0.031,0.366
CDNF.4962.52.1,Q49AH0,CDNF,Cerebral dopamine neurotrophic factor,2,0.016,0.105,0.016,0.121,0.0,0.05,0.21,0.0,0.017,0.106,0.0,0.012,0.097,0.0,0.014,0.139,0.0
ARPP19.4963.19.1,P56211,ARPP19,cAMP-regulated phosphoprotein 19,55,0.086,0.271,0.0,0.004,0.018,0.0,0.002,0.091,0.001,-0.02,0.091,0.006,0.07,0.091,0.0,0.008,0.382
ERAP1.4964.67.1,Q9NZ08,ERAP1,Endoplasmic reticulum aminopeptidase 1,192,0.516,0.717,0.688,0.831,0.005,0.477,0.671,0.177,0.632,0.81,0.177,0.551,0.729,0.177,0.413,0.661,0.078
ATP5B.4965.27.1,P06576,ATP5F1B,ATP synthase subunit beta_ mitochondrial,2,0.02,0.11,0.0,-0.009,0.0,0.001,-0.043,0.5,0.007,0.087,0.5,0.003,0.06,0.5,0.001,0.047,0.5
C1QBP.4967.1.1,Q07021,C1QBP,Complement component 1 Q subcomponent-binding protein_ mitochondrial,4,0.02,0.122,0.003,0.05,0.0,0.006,-0.046,0.0,0.017,0.117,0.0,0.0,0.002,0.0,0.0,-0.003,0.0
CAPG.4968.50.1,P40121,CAPG,Macrophage-capping protein,90,0.192,0.413,0.015,0.088,0.022,0.0,0.006,0.167,0.003,-0.022,0.167,0.0,-0.004,0.167,0.002,0.045,0.333
CA1.4969.2.1,P00915,CA1,Carbonic anhydrase 1,5,0.021,0.106,0.005,0.041,0.0,0.01,0.084,0.0,0.023,0.128,0.0,0.01,0.106,0.0,0.002,0.035,0.0
CTSZ.4971.1.1,Q9UBR2,CTSZ,Cathepsin Z,43,0.111,0.254,0.115,0.281,0.0,0.013,0.128,0.07,0.073,0.229,0.07,0.06,0.223,0.07,0.041,0.209,0.093
DBNL.4978.54.2,Q9UJU6,DBNL,Drebrin-like protein,22,0.061,0.251,0.0,0.001,0.0,0.012,0.102,0.091,0.001,0.025,0.091,0.0,-0.023,0.091,0.004,0.079,0.318
DPT.4979.34.2,Q07507,DPT,Dermatopontin,44,0.125,0.332,0.14,0.364,0.0,0.063,0.238,0.0,0.093,0.308,0.0,0.059,0.199,0.0,0.032,0.172,0.068
DSC3.4981.6.1,Q14574,DSC3,Desmocollin-3,1,0.011,0.101,0.0,0.01,0.0,0.002,-0.034,0.0,0.003,-0.042,0.0,0.003,-0.041,0.0,0.0,0.02,0.0
PI3.4982.54.1,P19957,PI3,Elafin,23,0.046,0.195,0.046,0.203,0.0,0.011,0.083,0.174,0.024,0.119,0.174,0.005,0.047,0.174,0.027,0.16,0.217
ERP29.4983.6.1,P30040,ERP29,Endoplasmic reticulum resident protein 29,1,0.009,0.088,,,,,,,,,,,,,0.002,0.029,0.0
ESD.4984.83.1,P10768,ESD,S-formylglutathione hydrolase,26,0.195,0.32,0.019,0.095,0.038,0.035,0.192,0.192,0.051,0.207,0.192,0.054,0.24,0.192,0.02,0.133,0.038
GP1BA.4990.87.1,P07359,GP1BA,Platelet glycoprotein Ib alpha chain,7,0.027,0.146,0.016,0.121,0.0,0.0,0.036,0.0,0.007,0.082,0.0,0.004,0.092,0.0,0.001,0.036,0.0
GPC5.4991.12.1,P78333,GPC5,Glypican-5,98,0.271,0.53,0.271,0.521,0.0,0.184,0.435,0.082,0.152,0.37,0.082,0.242,0.492,0.082,0.12,0.488,0.051
GRN.4992.49.1,P28799,GRN,Granulins,73,0.277,0.527,0.356,0.598,0.0,0.182,0.407,0.0,0.324,0.567,0.0,0.223,0.448,0.0,0.061,0.231,0.014
GSTA3.4993.16.1,Q16772,GSTA3,Glutathione S-transferase A3,1,0.01,0.094,0.0,-0.003,0.0,0.0,-0.001,0.0,0.0,,0.0,0.0,,0.0,0.001,-0.037,0.0
HPGD.4995.16.1,P15428,HPGD,15-hydroxyprostaglandin dehydrogenase [NAD(+)],11,0.045,0.184,0.005,0.046,0.091,0.002,0.059,0.364,0.001,-0.045,0.364,0.0,-0.003,0.364,0.0,-0.014,0.0
HRG.4996.66.1,P04196,HRG,Histidine-rich glycoprotein,83,0.5,0.708,0.49,0.683,0.0,0.62,0.792,0.036,0.541,0.758,0.036,0.627,0.794,0.036,0.228,0.508,0.036
EIF4A3.4997.19.1,P38919,EIF4A3,Eukaryotic initiation factor 4A-III,37,0.071,0.251,0.0,0.001,0.0,0.0,0.034,0.135,0.0,0.006,0.135,0.0,-0.005,0.135,0.0,-0.008,0.378
JAK2.4998.50.2,O60674,JAK2,Tyrosine-protein kinase JAK2,56,0.164,0.404,,,,,,,,,,,,,0.006,0.048,0.125
LGALS3BP.5000.52.1,Q08380,LGALS3BP,Galectin-3-binding protein,27,0.104,0.215,0.096,0.21,0.074,0.009,0.07,0.185,0.095,0.283,0.185,0.012,0.101,0.185,0.033,0.176,0.185
SCGB2A1.5001.6.2,O75556,SCGB2A1,Mammaglobin-B,1,0.008,0.06,0.0,0.012,0.0,0.0,,0.0,0.001,0.032,0.0,0.0,,0.0,0.001,-0.036,0.0
MAPK13.5006.71.1,O15264,MAPK13,Mitogen-activated protein kinase 13,76,0.166,0.393,0.001,0.035,0.039,0.0,-0.013,0.105,0.01,0.09,0.105,0.003,0.04,0.105,0.002,0.019,0.368
MAPK14.5007.1.1,Q16539,MAPK14,Mitogen-activated protein kinase 14,44,0.085,0.278,0.0,-0.003,0.0,0.001,0.04,0.091,0.001,-0.017,0.091,0.005,0.047,0.091,0.0,0.021,0.386
SOD2.5008.51.1,P04179,SOD2,Superoxide dismutase [Mn]_ mitochondrial,45,0.14,0.322,0.101,0.273,0.0,0.159,0.37,0.044,0.156,0.405,0.044,0.149,0.358,0.044,0.171,0.404,0.156
MSN.5009.11.1,P26038,MSN,Moesin,14,0.067,0.257,0.0,0.012,0.0,0.005,0.068,0.0,0.003,0.017,0.0,0.001,0.028,0.0,0.003,0.098,0.0
NAMPT.5011.11.1,P43490,NAMPT,Nicotinamide phosphoribosyltransferase,36,0.072,0.25,0.0,0.01,0.0,0.004,-0.081,0.139,0.001,0.025,0.139,0.004,-0.056,0.139,0.0,0.001,0.444
CLIC1.5013.2.1,O00299,CLIC1,Chloride intracellular channel protein 1,32,0.059,0.241,0.0,-0.005,0.0,0.001,0.034,0.094,0.004,-0.062,0.094,0.004,0.069,0.094,0.0,-0.012,0.469
NCK1.5014.49.1,P16333,NCK1,Cytoplasmic protein NCK1,3,0.014,0.109,0.0,-0.001,0.0,0.001,-0.018,0.0,0.0,-0.029,0.0,0.0,0.019,0.0,0.001,0.024,0.333
PLA2G7.5015.15.1,Q13093,PLA2G7,Platelet-activating factor acetylhydrolase,68,0.102,0.293,0.153,0.372,0.0,0.017,0.128,0.044,0.065,0.23,0.044,0.038,0.176,0.044,0.006,0.076,0.044
PARK7.5016.61.2,Q99497,PARK7,Protein DJ-1,41,0.07,0.262,,,,,,,,,,,,,0.0,0.0,0.488
PRDX6.5018.68.1,P30041,PRDX6,Peroxiredoxin-6,4,0.014,0.1,0.0,-0.004,0.0,0.017,0.133,0.0,0.004,0.072,0.0,0.004,0.09,0.0,0.0,-0.003,0.0
UCHL1.5019.16.2,P09936,UCHL1,Ubiquitin carboxyl-terminal hydrolase isozyme L1,24,0.089,0.201,0.047,0.134,0.042,0.0,-0.027,0.25,0.006,0.09,0.25,0.0,-0.046,0.25,0.009,0.045,0.0
PGK1.5020.50.1,P00558,PGK1,Phosphoglycerate kinase 1,9,0.051,0.233,0.0,0.0,0.0,0.006,0.076,0.0,0.003,0.057,0.0,0.0,0.013,0.0,0.0,0.01,0.222
PPA1.5021.13.1,Q15181,PPA1,Inorganic pyrophosphatase,31,0.066,0.243,0.0,0.009,0.0,0.002,0.064,0.097,0.0,-0.007,0.097,0.001,0.002,0.097,0.001,-0.042,0.419
RPS3.5026.66.1,P23396,RPS3,40S ribosomal protein S3,5,0.017,0.113,0.0,0.002,0.0,0.0,0.005,0.2,0.001,0.024,0.2,0.001,0.027,0.2,0.0,-0.017,0.6
CD163.5028.59.1,Q86VB7,CD163,Scavenger receptor cysteine-rich type 1 protein M130,41,0.112,0.278,0.104,0.275,0.0,0.048,0.221,0.146,0.078,0.271,0.146,0.054,0.232,0.146,0.015,0.104,0.024
SIRT2.5030.52.1,Q8IXJ6,SIRT2,NAD-dependent protein deacetylase sirtuin-2,38,0.124,0.334,0.083,0.276,0.0,0.032,0.152,0.026,0.055,0.17,0.026,0.028,0.147,0.026,0.0,0.018,0.026
SPTAN1.5031.10.1,Q13813,SPTAN1,Spectrin alpha chain_ non-erythrocytic 1,17,0.02,0.147,0.001,-0.036,0.059,0.009,0.093,0.235,0.002,-0.058,0.235,0.0,-0.014,0.235,0.001,-0.048,0.529
PRSS2.5034.79.1,P07478,PRSS2,Trypsin-2,14,0.077,0.258,0.05,0.218,0.0,0.002,-0.051,0.071,0.005,0.045,0.071,0.009,-0.104,0.071,0.0,0.019,0.214
TYMS.5035.7.1,P04818,TYMS,Thymidylate synthase,1,0.01,0.083,0.0,-0.004,0.0,0.0,,0.0,0.0,0.004,0.0,0.0,0.002,0.0,0.001,0.022,0.0
TNFAIP6.5036.50.1,P98066,TNFAIP6,Tumor necrosis factor-inducible gene 6 protein,43,0.176,0.418,0.093,0.298,0.0,0.068,0.262,0.093,0.094,0.309,0.093,0.112,0.313,0.093,0.041,0.197,0.116
IGHG1.IGHG2.IGHG3.IGHG4.IGK.IGL.5059.8.3,P01857,IGHG1|IGHG2|IGHG3|IGHG4|IGK|IGL,Immunoglobulin G,59,0.035,0.167,,,,,,,,,,,,,,,
CD274.5060.62.3,Q9NZQ7,CD274,Programmed cell death 1 ligand 1,2,0.019,0.144,0.024,0.151,0.0,0.007,0.053,0.0,0.032,0.151,0.0,0.024,0.147,0.0,0.001,0.07,0.5
ICOSLG.5061.27.3,O75144,ICOSLG,ICOS ligand,25,0.057,0.233,0.0,0.014,0.0,0.0,0.018,0.16,0.002,-0.026,0.16,0.0,0.023,0.16,0.0,0.02,0.48
CD300C.5066.134.3,Q08708,CD300C,CMRF35-like molecule 6,37,0.134,0.347,0.203,0.437,0.027,0.192,0.396,0.108,0.151,0.375,0.108,0.159,0.361,0.108,0.121,0.36,0.189
CD55.5069.9.3,P08174,CD55,Complement decay-accelerating factor,49,0.103,0.318,0.128,0.344,0.0,0.016,0.13,0.061,0.076,0.269,0.061,0.018,0.105,0.061,0.04,0.22,0.041
TNFRSF6B.5070.76.3,O95407,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,8,0.031,0.175,0.004,0.062,0.125,0.0,-0.005,0.125,0.0,0.029,0.125,0.003,0.048,0.125,0.0,-0.025,0.25
DSG2.5071.3.3,Q14126,DSG2,Desmoglein-2,45,0.037,0.163,,,,,,,,,,,,,,,
TNFRSF25.5073.30.2,Q93038,TNFRSF25,Tumor necrosis factor receptor superfamily member 25,34,0.084,0.279,,,,,,,,,,,,,,,
EPHB2.5077.28.3,P29323,EPHB2,Ephrin type-B receptor 2,6,0.032,0.132,,,,,,,,,,,,,0.003,0.066,0.0
EPHB6.5078.82.3,O15197,EPHB6,Ephrin type-B receptor 6,15,0.039,0.175,0.08,0.261,0.0,0.016,0.102,0.067,0.026,0.152,0.067,0.0,-0.018,0.067,0.001,0.042,0.267
