"PheCode","Phenotype","Category","Trait ID","Platform","Trait Description","Hazard Ratio","FDR adjusted P-value"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000279670","RNAseq","AL359922.3","1.02 (1.01 1.04)","3.23E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000142453","RNAseq","CARM1","0.98 (0.97 0.99)","3.23E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000130475","RNAseq","FCHO1","0.98 (0.97 0.99)","3.26E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000225936","RNAseq","AL731557.1","1.02 (1.01 1.03)","3.36E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000165512","RNAseq","ZNF22","1.02 (1.01 1.03)","3.36E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000253967","RNAseq","AC022730.4","0.98 (0.97 0.99)","3.38E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000101442","RNAseq","ACTR5","0.98 (0.97 0.99)","3.39E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000234936","RNAseq","AC010883.1","1.02 (1.01 1.03)","3.57E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000257218","RNAseq","GATC","0.98 (0.97 0.99)","3.66E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000116750","RNAseq","UCHL5","1.02 (1.01 1.03)","3.67E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000211782","RNAseq","TRAV8-1","0.98 (0.97 0.99)","3.67E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000118655","RNAseq","DCLRE1B","0.98 (0.97 0.99)","3.67E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000116133","RNAseq","DHCR24","0.98 (0.97 0.99)","3.73E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000173638","RNAseq","SLC19A1","1.02 (1.01 1.03)","3.74E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000204120","RNAseq","GIGYF2","1.02 (1.01 1.03)","3.76E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000059728","RNAseq","MXD1","0.98 (0.97 0.99)","3.76E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000168477","RNAseq","TNXB","1.02 (1.01 1.03)","3.78E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000163913","RNAseq","IFT122","0.98 (0.97 0.99)","3.79E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000163104","RNAseq","SMARCAD1","1.02 (1.01 1.03)","3.79E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000146433","RNAseq","TMEM181","1.02 (1.01 1.03)","3.93E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000150054","RNAseq","MPP7","1.02 (1.01 1.03)","4.00E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000131242","RNAseq","RAB11FIP4","1.02 (1.01 1.03)","4.00E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000196381","RNAseq","ZNF781","1.02 (1.01 1.03)","4.03E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000228782","RNAseq","","1.02 (1.01 1.03)","4.03E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000172456","RNAseq","FGGY","1.02 (1.01 1.03)","4.14E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000014641","RNAseq","","1.02 (1.01 1.03)","4.22E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000122068","RNAseq","FYTTD1","1.02 (1.01 1.03)","4.22E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000237973","RNAseq","","0.98 (0.97 0.99)","4.22E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000115159","RNAseq","GPD2","0.98 (0.97 0.99)","4.25E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000250535","RNAseq","","1.02 (1.01 1.03)","4.27E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000275743","RNAseq","TRBV14","0.98 (0.97 0.99)","4.28E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000163596","RNAseq","ICA1L","1.02 (1.01 1.03)","4.32E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000165617","RNAseq","DACT1","0.98 (0.97 0.99)","4.32E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000115718","RNAseq","PROC","0.98 (0.97 0.99)","4.34E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000005108","RNAseq","THSD7A","1.02 (1.01 1.03)","4.39E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000170545","RNAseq","SMAGP","1.02 (1.01 1.03)","4.42E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000186666","RNAseq","BCDIN3D","1.02 (1.01 1.04)","4.47E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000282024","RNAseq","AL009031.1","0.98 (0.97 0.99)","4.53E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000165609","RNAseq","NUDT5","1.02 (1.01 1.03)","4.58E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000228242","RNAseq","AC093495.1","1.02 (1.01 1.03)","4.62E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000105889","RNAseq","STEAP1B","1.02 (1.01 1.03)","4.63E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000026025","RNAseq","VIM","0.98 (0.97 0.99)","4.64E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000279235","RNAseq","AC011944.2","0.98 (0.97 0.99)","4.73E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000238197","RNAseq","PAXBP1-AS1","1.02 (1.01 1.03)","4.75E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000251369","RNAseq","ZNF550","1.02 (1.01 1.03)","4.75E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000186891","RNAseq","TNFRSF18","1.02 (1.01 1.03)","4.75E-2"
"411.8","Other chronic ischemic heart disease, unspecified","circulatory system","ENSG00000137310","RNAseq","TCF19","1.02 (1.01 1.03)","4.78E-2"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","CTF1.13732.79.3","SomaScan","Cardiotrophin-1","1.08 (1.04 1.12)","1.35E-2"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","TJP1.12001.7.3","SomaScan","Tight junction protein ZO-1","1.08 (1.04 1.12)","2.55E-2"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","YWHAE.8387.33.3","SomaScan","14-3-3 protein epsilon","1.08 (1.04 1.12)","2.81E-2"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","C5orf38.6378.2.3","SomaScan","Protein CEI","1.08 (1.04 1.12)","2.96E-2"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","IL22RA1.3620.67.2","SomaScan","Interleukin-22 receptor subunit alpha-1","1.08 (1.04 1.12)","3.69E-2"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","VIMP.11286.78.3","SomaScan","Selenoprotein S","1.08 (1.04 1.12)","3.87E-2"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","LRRN1.11293.14.3","SomaScan","Leucine-rich repeat neuronal protein 1","1.07 (1.03 1.11)","4.78E-2"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","DCK.9836.20.3","SomaScan","Deoxycytidine kinase","1.07 (1.03 1.11)","4.94E-2"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","M00063","Metabolon","cholesterol","1.10 (1.06 1.14)","1.16E-3"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","M44877","Metabolon","N-palmitoyl-sphingosine (d18:1/16:0)","1.09 (1.05 1.13)","3.72E-3"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","M37506","Metabolon","palmitoyl sphingomyelin (d18:1/16:0)","1.08 (1.04 1.13)","1.56E-2"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","xsvldlp","Nightingale","Concentration of very small VLDL particles","1.15 (1.10 1.19)","5.67E-8"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","svldlce","Nightingale","Cholesteryl esters in small VLDL","1.14 (1.10 1.19)","1.54E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","xsvldlpl","Nightingale","Phospholipids in very small VLDL","1.14 (1.10 1.19)","1.54E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","shdlce","Nightingale","Cholesteryl esters in small HDL","1.14 (1.10 1.19)","1.61E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","sldlp","Nightingale","Concentration of small LDL particles","1.14 (1.10 1.19)","2.05E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","sldlpl","Nightingale","Phospholipids in small LDL","1.14 (1.10 1.19)","2.05E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","xsvldll","Nightingale","Total lipids in very small VLDL","1.14 (1.09 1.18)","2.20E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","lldlpl","Nightingale","Phospholipids in large LDL","1.14 (1.09 1.18)","2.44E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","mldlp","Nightingale","Concentration of medium LDL particles","1.14 (1.09 1.18)","2.44E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","mldlfc","Nightingale","Free cholesterol in medium LDL","1.14 (1.09 1.18)","2.44E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","mldlpl","Nightingale","Phospholipids in medium LDL","1.14 (1.09 1.18)","2.89E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","lldlce","Nightingale","Cholesteryl esters in large LDL","1.14 (1.09 1.18)","2.89E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","mldll","Nightingale","Total lipids in medium LDL","1.14 (1.09 1.18)","2.89E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","ldlc","Nightingale","LDL cholesterol","1.14 (1.09 1.18)","3.21E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","sldlfc","Nightingale","Free cholesterol in small LDL","1.14 (1.09 1.18)","3.21E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","idlp","Nightingale","Concentration of IDL particles","1.13 (1.09 1.18)","3.58E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","lldlp","Nightingale","Concentration of large LDL particles","1.13 (1.09 1.18)","3.58E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","sldlc","Nightingale","Cholesterol in small LDL","1.14 (1.09 1.18)","3.58E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","lldll","Nightingale","Total lipids in large LDL","1.13 (1.09 1.18)","4.79E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","sldll","Nightingale","Total lipids in small LDL","1.13 (1.09 1.18)","4.79E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","lldlc","Nightingale","Cholesterol in large LDL","1.13 (1.09 1.18)","5.63E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","xsvldlc","Nightingale","Cholesterol in very small VLDL","1.13 (1.09 1.17)","5.71E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","sldlce","Nightingale","Cholesteryl esters in small LDL","1.13 (1.09 1.18)","5.71E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","xsvldlfc","Nightingale","Free cholesterol in very small VLDL","1.13 (1.08 1.17)","7.63E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","mldlce","Nightingale","Cholesteryl esters in medium LDL","1.13 (1.09 1.18)","7.63E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","idlc","Nightingale","Cholesterol in IDL","1.13 (1.09 1.18)","7.63E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","apob","Nightingale","Apolipoprotein B","1.13 (1.08 1.17)","7.63E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","idlpl","Nightingale","Phospholipids in IDL","1.13 (1.09 1.17)","7.63E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","idlce","Nightingale","Cholesteryl esters in IDL","1.13 (1.09 1.17)","7.63E-7"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","idll","Nightingale","Total lipids in IDL","1.13 (1.08 1.17)","1.09E-6"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","idlfc","Nightingale","Free cholesterol in IDL","1.13 (1.08 1.17)","1.33E-6"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","mldlc","Nightingale","Cholesterol in medium LDL","1.13 (1.08 1.17)","1.33E-6"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","lldlfc","Nightingale","Free cholesterol in large LDL","1.13 (1.08 1.17)","1.33E-6"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","mldltg","Nightingale","Triglycerides in medium LDL","1.12 (1.08 1.17)","1.55E-6"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","serumc","Nightingale","Total cholesterol","1.12 (1.08 1.16)","8.09E-6"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","estc","Nightingale","Total esterified cholesterol","1.12 (1.07 1.16)","1.98E-5"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","shdlc","Nightingale","Cholesterol in small HDL","1.11 (1.07 1.16)","2.40E-5"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","freec","Nightingale","Total free cholesterol","1.11 (1.07 1.16)","3.20E-5"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","lldltg","Nightingale","Triglycerides in large LDL","1.11 (1.07 1.15)","6.67E-5"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","xsvldlce","Nightingale","Cholesteryl esters in very small VLDL","1.10 (1.06 1.15)","1.74E-4"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","ldltg","Nightingale","Triglycerides in LDL","1.10 (1.06 1.14)","4.75E-4"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","idltg","Nightingale","Triglycerides in IDL","1.10 (1.06 1.14)","8.60E-4"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","faw6","Nightingale","Omega-6 fatty acids","1.10 (1.05 1.14)","1.11E-3"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","la","Nightingale","Linoleic acid","1.09 (1.05 1.14)","1.25E-3"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","svldlc","Nightingale","Cholesterol in small VLDL","1.09 (1.05 1.14)","1.45E-3"
"411.9","Other acute and subacute forms of ischemic heart disease","circulatory system","pufa","Nightingale","Polyunsaturated fatty acids","1.09 (1.05 1.13)","3.64E-3"
